Name,Email,Phone,Year,Dept
Student 125,student125@example.com,9100559456,,ME
Student 126,student126@example.com,9101489802,4,EE
Student 127,student127@example.com,9762095703,2,
Student 128,student128@example.com,9415376989,1,ME
Student 129,invalid-email,9255111351,4,CS
,student130@example.com,,4,EE
,student131@example.com,9915931217,5,
Student 132,student21@example.com,9533304427,2,EE
Student 133,student133@example.com,9838845913,6,
Student 134,student134@example.com,,3,
Student 135,student135@example.com,9526918593,,CS
Student 136,student136@example.com,9355215596,4,EE
Student 137,student137@example.com,9747222437,1,CS
,student138@example.com,,6,EE
Student 139,student139@example.com,9409746437,3,EE
Student 140,student140@example.com,9525140733,,EE
,student141@example.com,,4,
Student 142,student142@example.com,9314704016,2,CS
,student143@example.com,9762373133,2,
Student 144,student144@example.com,9780758789,2,EE
Student 145,invalid-email,9854175006,1,
Student 146,student146@example.com,9693253005,6,
Student 147,student147@example.com,9230616959,6,CS
,student148@example.com,9231684063,2,
Student 149,student149@example.com,9404663568,,
Student 150,student150@example.com,,,EE
Student 151,student151@example.com,9290268222,6,
Student 152,student152@example.com,,6,
Student 153,student153@example.com,9243587778,,EE
Student 154,student154@example.com,,3,ME
Student 155,student155@example.com,9793124742,4,
Student 156,student156@example.com,9773981458,3,ME
Student 157,student157@example.com,9466277745,6,CS
Student 158,student158@example.com,9109762721,first,EE
Student 159,student159@example.com,,,
Student 160,student160@example.com,9451466337,3,
Student 161,student161@example.com,9219255363,first,
Student 162,student162@example.com,,first,ME
Student 163,student163@example.com,9140377609,,ME
Student 164,student164@example.com,9133943238,,
Student 165,student165@example.com,9753322313,,CS
Student 166,student92@example.com,,,EE
Student 167,invalid-email,9476876819,4,
Student 168,student168@example.com,,4,CS
Student 169,invalid-email,,1,ME
,invalid-email,,6,EE
Student 171,student171@example.com,9915687859,,
Student 172,student172@example.com,9581485539,5,
,student173@example.com,9931202702,,ME
,student174@example.com,9493865823,first,ME
Student 175,student175@example.com,,6,CS
Student 176,student176@example.com,9830632024,1,ME
Student 177,student177@example.com,9213658312,2,CS
Student 178,student119@example.com,9630763835,3,
Student 179,student179@example.com,9940178943,6,ME
Student 180,student180@example.com,9241516775,6,ME
,student181@example.com,9714377235,first,EE
Student 182,invalid-email,9591583514,first,
Student 183,student183@example.com,9179335617,3,CS
Student 184,student184@example.com,9411439771,6,EE
Student 185,student185@example.com,9536935510,4,
Student 186,student186@example.com,,4,EE
Student 187,student187@example.com,9208970147,5,EE
Student 188,student188@example.com,9933275487,4,EE
Student 189,student189@example.com,9390080977,2,CS
Student 190,invalid-email,9262728962,6,
Student 191,student191@example.com,9434918821,first,EE
Student 192,invalid-email,9382415390,2,
,student193@example.com,,2,CS
,student194@example.com,,2,CS
Student 195,student195@example.com,9468964597,5,
Student 196,invalid-email,9743831877,4,
Student 197,student197@example.com,9669128629,first,ME
,student198@example.com,,5,
Student 199,student169@example.com,9597802948,6,
Student 200,student200@example.com,9358457042,1,ME
,student201@example.com,9420906177,1,CS
Student 202,student202@example.com,,first,CS
Student 203,invalid-email,9859378649,4,
Student 204,invalid-email,9986397220,3,CS
Student 205,student205@example.com,9195958436,6,
Student 206,student206@example.com,,first,
Student 207,student207@example.com,9973268166,first,CS
Student 208,student208@example.com,9877097905,3,
Student 209,student209@example.com,9308544575,6,CS
Student 210,student210@example.com,9850513991,2,EE
Student 211,student211@example.com,9304953227,3,CS
Student 212,invalid-email,,5,
Student 213,student213@example.com,9695025120,first,
Student 214,student214@example.com,9322021468,1,EE
Student 215,student185@example.com,9514151553,1,CS
Student 216,student216@example.com,9996597592,,
Student 217,student217@example.com,,5,
Student 218,student218@example.com,9892752389,4,EE
,student219@example.com,,6,EE
Student 220,student220@example.com,9710202623,1,
Student 221,invalid-email,,6,ME
Student 222,student56@example.com,,2,CS
Student 223,student223@example.com,9449054187,5,
Student 224,student224@example.com,9333909501,3,
Student 225,student225@example.com,9568034073,6,CS
Student 226,student226@example.com,9562605071,6,EE
Student 227,student227@example.com,9630109284,first,CS
Student 228,student228@example.com,9959378020,first,EE
Student 229,student229@example.com,9644273277,4,EE
,student230@example.com,9783047972,2,EE
Student 231,student177@example.com,,first,CS
Student 232,invalid-email,9164729100,1,
Student 233,student233@example.com,9929975084,1,CS
Student 234,student234@example.com,9244155770,1,
Student 235,student226@example.com,9163725135,first,CS
,student236@example.com,9660566287,4,
Student 237,student237@example.com,,3,
,student238@example.com,9322744652,1,ME
,student239@example.com,9505386247,4,CS
Student 240,student240@example.com,,first,CS
Student 241,student241@example.com,9951363747,1,CS
Student 242,student242@example.com,,5,CS
Student 243,student215@example.com,,2,EE
Student 244,student244@example.com,9944724094,2,ME
Student 245,student245@example.com,,4,
Student 246,student246@example.com,,3,CS
Student 247,student247@example.com,,3,ME
Student 248,student248@example.com,9902786243,6,CS
Student 249,student249@example.com,9540791349,4,
Student 250,student250@example.com,9972392107,,
Student 251,student251@example.com,9350993956,,EE
Student 252,student252@example.com,9551571461,1,CS
,student253@example.com,,2,ME
,student254@example.com,9847835595,6,EE
Student 255,student255@example.com,9773432926,6,CS
Student 256,student256@example.com,9816455655,3,
Student 257,student257@example.com,9712655030,1,
Student 258,student258@example.com,,4,
Student 259,student259@example.com,,first,ME
Student 260,student260@example.com,9919827048,2,ME
Student 261,student261@example.com,,,
Student 262,student262@example.com,9970987450,4,ME
Student 263,student263@example.com,9632297100,first,ME
Student 264,invalid-email,9625905362,1,
Student 265,student58@example.com,,,
Student 266,student266@example.com,,3,EE
Student 267,student267@example.com,9423705102,3,
Student 268,student268@example.com,,5,
Student 269,student269@example.com,,6,
Student 270,student270@example.com,9863098127,2,ME
Student 271,student271@example.com,9261096296,first,ME
Student 272,student272@example.com,9700926163,first,CS
,student273@example.com,,3,EE
Student 274,invalid-email,9626472102,6,EE
Student 275,student275@example.com,,6,CS
Student 276,student276@example.com,9427905278,2,ME
Student 277,student277@example.com,,2,
Student 278,invalid-email,9199466186,first,
Student 279,student279@example.com,,4,ME
,student280@example.com,,6,EE
Student 281,student36@example.com,9179780401,first,
,student282@example.com,9255759687,2,EE
Student 283,student283@example.com,,1,
Student 284,student192@example.com,,6,
Student 285,student285@example.com,9582386884,5,ME
Student 286,student286@example.com,,first,
Student 287,student287@example.com,9847239674,2,
Student 288,student288@example.com,9606155015,3,
,student289@example.com,9354713565,1,CS
Student 290,student290@example.com,9501269693,6,
Student 291,student291@example.com,,,CS
,student292@example.com,,6,ME
,student293@example.com,9986349629,,
,student294@example.com,9112243684,6,
Student 295,student295@example.com,9347549791,6,CS
Student 296,student296@example.com,9980473977,3,
Student 297,student297@example.com,9401423951,first,CS
Student 298,student298@example.com,9450795435,5,
Student 299,student91@example.com,,6,
Student 300,student300@example.com,,,
Student 301,student301@example.com,9360752274,4,
Student 302,invalid-email,9862849459,1,
Student 303,student303@example.com,9249808952,4,
Student 304,student304@example.com,,,CS
Student 305,student305@example.com,9788714152,first,
Student 306,student306@example.com,9767490551,6,EE
Student 307,student307@example.com,9196885187,first,ME
Student 308,student308@example.com,9516905259,first,EE
Student 309,student309@example.com,9614370164,1,ME
Student 310,student310@example.com,9850999369,3,EE
Student 311,student311@example.com,9280814053,first,
Student 312,student312@example.com,9363229265,5,CS
Student 313,student313@example.com,,5,
,student314@example.com,9933137284,5,EE
,student315@example.com,9421621246,3,CS
Student 316,invalid-email,,4,ME
Student 317,student317@example.com,,first,
Student 318,student318@example.com,9136318729,6,ME
Student 319,student319@example.com,,4,
Student 320,student320@example.com,,first,
Student 321,student321@example.com,9114745445,first,
Student 322,student322@example.com,9425850721,,
Student 323,student323@example.com,,5,
Student 324,student324@example.com,,first,
Student 325,student325@example.com,9630351573,3,ME
Student 326,student229@example.com,9447927451,,
Student 327,student77@example.com,9507441668,first,EE
Student 328,student328@example.com,9298633632,4,CS
Student 329,student329@example.com,,5,CS
Student 330,student330@example.com,,1,CS
Student 331,student331@example.com,9206079314,,CS
Student 332,student332@example.com,9926135825,5,
Student 333,student333@example.com,9780055237,6,ME
Student 334,invalid-email,,first,ME
Student 335,student335@example.com,9696749807,,
Student 336,student336@example.com,,6,CS
Student 337,student337@example.com,9723919440,4,EE
Student 338,invalid-email,9131316528,5,EE
Student 339,invalid-email,9581447761,1,
Student 340,invalid-email,9440882402,2,EE
Student 341,invalid-email,,first,
Student 342,student108@example.com,9445623396,3,CS
Student 343,student343@example.com,9690460229,4,
,invalid-email,,6,EE
,student345@example.com,,1,
Student 346,invalid-email,9678837280,2,EE
,student347@example.com,9498882237,4,
Student 348,student348@example.com,9165806213,5,ME
Student 349,invalid-email,9551669186,2,EE
Student 350,student350@example.com,9269464003,,
Student 351,student351@example.com,9432469318,4,ME
,student352@example.com,9924836843,2,
,student353@example.com,9813892140,,CS
Student 354,student354@example.com,,2,
Student 355,student355@example.com,,2,
Student 356,student356@example.com,,6,
Student 357,student357@example.com,9159434174,first,
Student 358,student358@example.com,9904934180,5,CS
Student 359,student173@example.com,9523368460,4,
Student 360,student360@example.com,,first,
Student 361,student361@example.com,9130671181,6,
Student 362,student362@example.com,9765716421,6,
Student 363,student363@example.com,9239465939,2,EE
Student 364,student364@example.com,9745820333,2,
Student 365,student365@example.com,9841082668,6,CS
Student 366,invalid-email,,4,EE
Student 367,student367@example.com,9974878457,,ME
Student 368,invalid-email,,6,
Student 369,student369@example.com,9817325068,first,EE
Student 370,student370@example.com,9511362818,6,EE
Student 371,invalid-email,9803228315,1,
Student 372,student372@example.com,9292058794,5,CS
Student 373,student373@example.com,9800199775,2,ME
Student 374,student374@example.com,9212773605,6,ME
Student 375,student375@example.com,9636497734,4,CS
Student 376,student376@example.com,9611093220,2,EE
,invalid-email,,,EE
Student 378,student378@example.com,9408536161,first,ME
,student379@example.com,9110392440,5,
Student 380,student380@example.com,,,CS
Student 381,student381@example.com,,1,ME
Student 382,invalid-email,,6,EE
,student383@example.com,,2,CS
Student 384,student384@example.com,,first,EE
Student 385,student385@example.com,9176586801,3,
,student386@example.com,9562998550,4,
Student 387,invalid-email,9104822368,4,
Student 388,student388@example.com,9268027504,first,ME
Student 389,student389@example.com,9786200359,1,
Student 390,student390@example.com,9696898632,3,
Student 391,invalid-email,,6,CS
Student 392,student392@example.com,9839494734,4,
Student 393,student393@example.com,9244722365,2,ME
Student 394,invalid-email,,3,CS
Student 395,student395@example.com,9520494950,1,EE
Student 396,student396@example.com,9684751066,6,
Student 397,student397@example.com,9765816717,3,
Student 398,student398@example.com,,,ME
Student 399,student399@example.com,9237411758,6,CS
Student 400,student400@example.com,9750575087,4,ME
Student 401,student401@example.com,9887858413,5,ME
Student 402,student402@example.com,9739097014,,ME
Student 403,student403@example.com,,4,ME
Student 404,student404@example.com,,1,CS
,student405@example.com,,4,
Student 406,invalid-email,,first,ME
,student407@example.com,9599397266,2,ME
Student 408,student408@example.com,,5,
Student 409,student409@example.com,9423913961,1,EE
Student 410,student410@example.com,9929443297,,
Student 411,student411@example.com,9746935614,4,
Student 412,student196@example.com,9730280449,6,
Student 413,student413@example.com,9411376243,1,
Student 414,student414@example.com,9883189726,3,CS
Student 415,student415@example.com,9625442365,3,CS
Student 416,student416@example.com,9273750629,3,
Student 417,student417@example.com,9884364072,1,ME
,student418@example.com,,4,
Student 419,student243@example.com,9185514076,1,ME
Student 420,student420@example.com,9797429633,2,ME
Student 421,student421@example.com,,,ME
Student 422,student422@example.com,9449861260,,CS
Student 423,student423@example.com,9343537569,3,
Student 424,student424@example.com,,3,
Student 425,student425@example.com,9685998161,2,ME
Student 426,student426@example.com,9605155491,3,CS
Student 427,student427@example.com,9353039473,1,
Student 428,student428@example.com,,1,
Student 429,student429@example.com,9392375572,2,
Student 430,invalid-email,9208410032,first,EE
Student 431,invalid-email,,,CS
Student 432,student432@example.com,9422412319,4,ME
Student 433,student433@example.com,9221060390,2,
Student 434,student434@example.com,9413909322,,ME
Student 435,student435@example.com,9868371013,3,EE
,student436@example.com,9615592137,2,
Student 437,student437@example.com,9822841507,4,
Student 438,student438@example.com,,3,EE
Student 439,student439@example.com,9588981279,first,ME
,student440@example.com,9298936706,2,
Student 441,student441@example.com,9696816568,,
Student 442,student442@example.com,9608880024,5,
Student 443,student443@example.com,9340282663,3,CS
Student 444,student115@example.com,9125331249,3,ME
Student 445,student52@example.com,9853328603,3,
Student 446,student446@example.com,,6,EE
Student 447,student447@example.com,9502160485,3,CS
Student 448,student448@example.com,,3,ME
Student 449,student449@example.com,,first,CS
Student 450,student450@example.com,9208875682,6,
Student 451,student451@example.com,9320766120,3,
Student 452,student452@example.com,9117663014,6,ME
Student 453,student453@example.com,,,CS
Student 454,student454@example.com,9120552480,6,ME
Student 455,student455@example.com,,1,EE
Student 456,student456@example.com,,1,
Student 457,student6@example.com,9928993655,3,ME
Student 458,student458@example.com,9741415699,first,
Student 459,student459@example.com,9703504600,first,ME
Student 460,student460@example.com,9188230884,3,
Student 461,student461@example.com,9112723925,first,
Student 462,student462@example.com,9488973974,first,
Student 463,student463@example.com,,3,CS
Student 464,student464@example.com,9260002470,4,CS
Student 465,student465@example.com,9699520990,6,CS
Student 466,student466@example.com,9511205464,,ME
,student467@example.com,9800670029,3,ME
Student 468,student468@example.com,9111640220,first,
Student 469,student469@example.com,9326016023,first,EE
Student 470,student470@example.com,,1,ME
Student 471,student93@example.com,9822768484,,ME
Student 472,student472@example.com,,first,EE
Student 473,student473@example.com,9656330014,1,CS
Student 474,student474@example.com,,5,EE
Student 475,student475@example.com,9264954796,first,
,invalid-email,9489345399,first,
Student 477,student477@example.com,9236393910,first,EE
Student 478,student478@example.com,9582441560,2,
Student 479,student448@example.com,9696011469,,EE
Student 480,student20@example.com,,3,
Student 481,student481@example.com,9134155445,,ME
,student482@example.com,9614170433,2,EE
Student 483,student483@example.com,9779206940,2,
Student 484,student484@example.com,9161569741,1,
Student 485,student485@example.com,9844483053,5,EE
,student486@example.com,9405175653,3,ME
Student 487,student487@example.com,,6,CS
Student 488,student488@example.com,9752825398,4,EE
Student 489,student489@example.com,9301938697,4,ME
Student 490,student490@example.com,9217083969,first,EE
Student 491,student491@example.com,9321053588,4,
Student 492,student492@example.com,,first,
Student 493,student493@example.com,9664567679,,CS
,student494@example.com,,1,EE
Student 495,student495@example.com,9327897399,1,EE
Student 496,student496@example.com,9627009164,6,
Student 497,invalid-email,,1,CS
Student 498,student498@example.com,9878718734,4,
Student 499,student499@example.com,,4,
Student 500,student500@example.com,9590384164,6,
Student 501,invalid-email,9792136882,4,
Student 502,student502@example.com,9243549477,5,ME
Student 503,student503@example.com,9207866792,2,
Student 504,student504@example.com,9102820851,,EE
Student 505,student455@example.com,9475406621,first,
Student 506,student506@example.com,9325843677,,
Student 507,student507@example.com,9201543437,first,
Student 508,student508@example.com,9745218044,,
Student 509,student509@example.com,9201367073,4,
Student 510,student510@example.com,,3,
Student 511,student511@example.com,9117657296,2,EE
Student 512,student512@example.com,9542192653,5,ME
Student 513,student513@example.com,9796032955,1,EE
Student 514,student514@example.com,9372128608,first,ME
Student 515,student515@example.com,9170340495,6,CS
,student516@example.com,,5,
Student 517,student517@example.com,9809149057,1,CS
Student 518,invalid-email,9102427159,6,CS
Student 519,student519@example.com,9894106240,3,CS
Student 520,student520@example.com,,6,CS
Student 521,student521@example.com,9858030017,first,
Student 522,student522@example.com,9189928469,2,EE
Student 523,student523@example.com,9166140509,6,
Student 524,student524@example.com,9747485806,3,
Student 525,student525@example.com,,,
Student 526,invalid-email,9592365172,3,
Student 527,student527@example.com,,4,
Student 528,student528@example.com,,first,
Student 529,student529@example.com,,3,ME
Student 530,student530@example.com,9377458831,3,
Student 531,student531@example.com,9529016051,,
,student532@example.com,9491768189,,
Student 533,student533@example.com,9305113162,5,EE
Student 534,invalid-email,9243797453,,ME
,invalid-email,9688253393,1,
Student 536,student536@example.com,9822392970,5,ME
Student 537,student537@example.com,,1,EE
Student 538,invalid-email,9481125722,4,
Student 539,student539@example.com,9347927067,2,EE
Student 540,student540@example.com,9124426057,5,
Student 541,student541@example.com,9287411760,4,ME
Student 542,student542@example.com,,3,CS
Student 543,student543@example.com,,2,
Student 544,student544@example.com,,3,
Student 545,student545@example.com,,2,EE
Student 546,student546@example.com,9617043575,2,EE
,student547@example.com,9541186137,,EE
Student 548,student548@example.com,,6,EE
Student 549,student549@example.com,9792843176,3,
Student 550,student550@example.com,,2,ME
Student 551,invalid-email,9998619867,6,CS
Student 552,student552@example.com,,,EE
Student 553,student553@example.com,9693907707,6,ME
Student 554,student554@example.com,9108339901,1,
Student 555,student555@example.com,9264798392,,CS
Student 556,student556@example.com,,2,
Student 557,student557@example.com,,2,
Student 558,student558@example.com,,3,
Student 559,student559@example.com,,3,CS
Student 560,student560@example.com,9911655594,,
Student 561,student561@example.com,9100934328,first,EE
Student 562,student562@example.com,9876167148,1,EE
,student563@example.com,9467736203,2,EE
Student 564,student564@example.com,9572897228,2,CS
Student 565,invalid-email,9279053239,5,EE
Student 566,student566@example.com,,2,EE
Student 567,student567@example.com,9701628263,3,EE
Student 568,student568@example.com,,2,ME
Student 569,student569@example.com,9456165715,5,
,student570@example.com,9111468257,,ME
Student 571,student571@example.com,,3,EE
Student 572,student572@example.com,9869615328,first,EE
Student 573,student573@example.com,,first,EE
Student 574,student574@example.com,,first,
Student 575,student575@example.com,9452103774,1,EE
Student 576,student576@example.com,9380456495,6,ME
Student 577,student577@example.com,9493570279,2,CS
Student 578,student578@example.com,9417578423,6,ME
Student 579,student579@example.com,9511059177,6,CS
Student 580,student580@example.com,,3,
Student 581,student581@example.com,9960007383,first,ME
Student 582,student582@example.com,9934070390,6,CS
Student 583,student583@example.com,,5,EE
Student 584,student584@example.com,9234968780,,ME
Student 585,student585@example.com,,,ME
Student 586,student586@example.com,9349637132,2,CS
Student 587,student587@example.com,,3,
Student 588,student588@example.com,9867433030,4,
Student 589,student589@example.com,,,
Student 590,student590@example.com,,,
Student 591,student591@example.com,,5,EE
Student 592,student592@example.com,9475471804,4,
Student 593,student593@example.com,,,CS
,invalid-email,9968556562,6,
Student 595,student595@example.com,9261477304,2,ME
Student 596,student596@example.com,,3,
Student 597,student597@example.com,9984564544,5,CS
Student 598,student598@example.com,9674545032,5,ME
Student 599,student552@example.com,9284256290,,ME
Student 600,student600@example.com,9900829048,,CS
,student601@example.com,,4,ME
Student 602,student602@example.com,9685784501,2,CS
Student 603,student603@example.com,,6,CS
Student 604,invalid-email,9580608453,6,
Student 605,student605@example.com,9893382741,2,CS
Student 606,student606@example.com,9772126568,first,CS
Student 607,student607@example.com,,,CS
Student 608,invalid-email,9677426406,6,
Student 609,student609@example.com,,4,
Student 610,student610@example.com,,5,
Student 611,student611@example.com,9546350948,6,CS
Student 612,student612@example.com,9365426811,3,ME
Student 613,student613@example.com,,4,ME
Student 614,student614@example.com,,1,
Student 615,student615@example.com,9770728676,first,
Student 616,student616@example.com,9830478399,4,
Student 617,student617@example.com,,4,EE
Student 618,student618@example.com,9829458855,1,
Student 619,student619@example.com,,1,
Student 620,student620@example.com,9373499763,1,EE
Student 621,student621@example.com,9910196884,1,
Student 622,student622@example.com,9393671971,3,CS
Student 623,student623@example.com,9361014255,5,CS
Student 624,student624@example.com,9890466793,2,ME
Student 625,student625@example.com,9145666869,first,EE
Student 626,invalid-email,9409453617,5,
Student 627,student627@example.com,,6,CS
Student 628,student628@example.com,9150510120,5,CS
Student 629,student629@example.com,,3,
Student 630,student630@example.com,,1,
Student 631,student631@example.com,9289170610,3,
Student 632,student632@example.com,9862323435,6,
Student 633,student633@example.com,9994667705,1,CS
Student 634,student634@example.com,9511591461,1,ME
Student 635,student635@example.com,9757229393,,CS
,student636@example.com,,,
Student 637,student637@example.com,9841088042,4,CS
Student 638,student638@example.com,9797583289,2,ME
,student639@example.com,9374552170,,CS
Student 640,student640@example.com,,1,CS
Student 641,student641@example.com,9921206341,4,
Student 642,student642@example.com,9694743910,2,EE
,student643@example.com,9358643848,first,
Student 644,student112@example.com,9721919438,,EE
,student645@example.com,9154935596,3,ME
,student646@example.com,9607520120,2,
Student 647,student647@example.com,,1,CS
,student648@example.com,,5,EE
Student 649,student649@example.com,9160317958,2,EE
Student 650,student650@example.com,9391928504,3,ME
Student 651,student651@example.com,9899396301,first,EE
Student 652,student652@example.com,9980282332,,
Student 653,student653@example.com,9316437913,6,
Student 654,student654@example.com,,6,
Student 655,student655@example.com,9350674649,1,ME
Student 656,invalid-email,9792601911,2,EE
,student657@example.com,9298466984,4,ME
Student 658,student658@example.com,9941998825,4,ME
Student 659,student66@example.com,9957536222,first,
Student 660,student660@example.com,9970004123,first,CS
,student661@example.com,,1,CS
Student 662,student662@example.com,9527597171,3,
Student 663,student663@example.com,9305992957,4,EE
,student664@example.com,,first,ME
Student 665,student665@example.com,9376871727,2,CS
,student666@example.com,,6,
Student 667,student667@example.com,,2,ME
,invalid-email,9882779384,4,EE
Student 669,student669@example.com,9567614154,4,EE
,student670@example.com,9576648667,2,
Student 671,student671@example.com,9503328898,4,
,student672@example.com,,first,
Student 673,student673@example.com,9536339233,3,EE
Student 674,invalid-email,9719724307,1,
Student 675,student675@example.com,9415896334,,
Student 676,student676@example.com,,1,
Student 677,student677@example.com,9603273414,,EE
Student 678,student678@example.com,9778174876,5,ME
Student 679,student679@example.com,9938218730,2,EE
Student 680,invalid-email,,,
Student 681,student681@example.com,9392149726,first,ME
Student 682,student682@example.com,,,
Student 683,student683@example.com,9494693682,,
Student 684,student684@example.com,9714392023,2,
Student 685,invalid-email,,4,
Student 686,invalid-email,,4,EE
,student687@example.com,9812033404,,
Student 688,student688@example.com,9720606102,1,
Student 689,student689@example.com,9312118730,6,CS
Student 690,student690@example.com,,4,
Student 691,student691@example.com,9355944851,4,
Student 692,student692@example.com,,5,CS
Student 693,student693@example.com,9855472162,2,
Student 694,student694@example.com,,first,
Student 695,student695@example.com,9672602058,first,
Student 696,student696@example.com,9254989445,5,EE
Student 697,student697@example.com,9987511975,4,EE
Student 698,invalid-email,,first,CS
Student 699,student699@example.com,9771432157,first,
Student 700,student700@example.com,9641021347,6,CS
Student 701,student701@example.com,9703774781,6,CS
Student 702,invalid-email,9545788182,1,
Student 703,student703@example.com,9850080003,first,ME
Student 704,student704@example.com,9937182221,6,EE
Student 705,student705@example.com,9557052152,,ME
Student 706,student706@example.com,9410339330,4,
Student 707,student707@example.com,,4,ME
Student 708,student708@example.com,,3,CS
Student 709,student709@example.com,,,EE
Student 710,student710@example.com,,,CS
Student 711,student711@example.com,9801779234,3,CS
Student 712,student712@example.com,9281792659,1,ME
Student 713,student713@example.com,9162836518,4,EE
Student 714,student714@example.com,9532486183,1,EE
,student715@example.com,9184993359,5,ME
,student716@example.com,9340467815,5,
Student 717,student717@example.com,9603151461,first,EE
Student 718,student718@example.com,,6,EE
Student 719,invalid-email,9649469045,1,
Student 720,student720@example.com,,6,ME
Student 721,student721@example.com,9893140205,4,CS
Student 722,student722@example.com,9943924186,6,ME
Student 723,student723@example.com,9615930545,6,
